prime,
10000019,
10000223,
10000379,
10000931,
10100011,
10131923,
10152463,
10153331,
10212011,
10224563,
10232143,
10234759,
10235647,
10282339,
10312007,
10321919,
10392467,
10699891,
10729219,
10910099,
10939771,
10988819,
11061811,
11091811,
11111119,
11117123,
11151431,
11234983,
11281811,
11317379,
11497963,
11633891,
11698691,
11713771,
11999111,
12063899,
12121787,
12192683,
12221887,
12237779,
12277039,
12356947,
12830327,
12899899,
13011091,
13318787,
13937179,
14001019,
14112139,
14234567,
14494619,
14829047,
14968819,
15141163,
15332971,
15365639,
15485863,
15752927,
16008019,
16431563,
16451287,
16769023,
16777619,
16811891,
16821683,
17101319,
17119607,
17232959,
17273747,
17349271,
17717171,
17769643,
17831707,
17880419,
18771947,
19000103,
19071979,
19131071,
19141939,
19416511,
19482811,
19504103,
19607843,
19677199,
19983727,
19984819,
19991227,
19998991,
19999999,
20000003,
20201231,
20202019,
20211203,
20388839,
20487359,
20831323,
20996011,
21322319,
21335779,
22121887,
22222223,
22335527,
22466603,
22633363,
23010067,
23389859,
23412143,
23496587,
23884639,
24036583,
24111859,
25122011,
25413803,
25434523,
25964951,
26170819,
26597119,
27072719,
27742151,
27847739,
28905691,
29061379,
29113327,
29194283,
29399999,
29536943,
29590859,
31121999,
31129991,
31556923,
32963503,
33074159,
33333331,
35112943,
35951863,
37156667,
38567099,
38941207,
38981039,
40544951,
40778063,
41060011,
41312111,
41340571,
42312143,
42666479,
44091511,
44721359,
44923183,
45269999,
45845791,
46891111,
49390927,
49513019,
49591523,
50316659,
50943779,
53137619,
53781811,
54218443,
54734431,
57081391,
57131719,
58343671,
58947631,
59534743,
60000607,
61729859,
62076683,
64581383,
64987523,
65474231,
66612223,
66666667,
67717379,
67867967,
67898771,
67937503,
71111111,
71234567,
74207279,
74930959,
76540231,
77532523,
77798183,
80818739,
83059231,
83139671,
87613571,
87889091,
90870847,
91528739,
92364991,
93213139,
94939291,
94996999,
96545899,
97313179,
98303927,
98463527,
98561123,
98653427,
98745623,
98762051,
98765431,
99909991,
99991207,
99999847,
