prime,
1000000000100011,
1011001110001111,
1086868110868699,
1106098069699111,
1391098979592919,
1423214346574567,
1609161918110111,
1616668118999191,
1657688103077659,
1693182318746371,
1737476797107127,
1867357583296451,
1886999912279359,
2067078579454279,
2231588810593399,
2345678911111111,
2357275332573527,
2380072466365871,
2468642135797531,
2828074326968519,
2856646544865959,
3129313031303131,
3733799929399999,
3940518300860411,
4429978144299823,
4547495153555759,
5111111111111119,
5944066965503999,
5999999999899999,
6171054912832631,
6735249118018991,
7005264275346131,
7190597297273099,
7897466719774591,
8343656381177203,
8690333381690951,
8778405442862239,
9007199254740847,
9436835835813811,
9779737137133111,
