prime,
10000000000283,
10110111011111,
12326713558771,
12345678987431,
12966235728587,
13791315212531,
14014014014159,
14444999999999,
15154262241479,
15307263442931,
18197520028579,
18691113008663,
19489355557003,
20479999999999,
20991129234731,
27064032706411,
27292996856087,
28116440335967,
28722900390631,
28862180229031,
28999134198739,
29065965967667,
33670369817243,
34127252370851,
34524689549219,
35557777777987,
35711101131151,
35795175733399,
37383940414243,
38332212254719,
39153010938487,
47101299815623,
52529393474711,
57757791939599,
58550453144611,
58575551494639,
59616771737983,
60419650387267,
63604045061911,
69010616901091,
69747782858687,
73727170696867,
74596893730427,
78456580281239,
83695120256591,
89888786858483,
90442568793803,
93917775575551,
97012345678979,
97797371371331,
